region,year,species,population
Afar,2009,Males hybrid breed,0
Afar,2010,Males hybrid breed,0
Afar,2011,Males hybrid breed,0
Afar,2012,Males hybrid breed,0
Afar,2013,Males hybrid breed,0
Afar,2014,Males hybrid breed,0
Afar,2015,Males hybrid breed,0
Afar,2016,Males hybrid breed,0
Afar,2017,Males hybrid breed,0
Afar,2018,Males hybrid breed,0
Afar,2019,Males hybrid breed,0
Afar,2020,Males hybrid breed,0
Amhara,2003,Males hybrid breed,25342
Amhara,2004,Males hybrid breed,6033
Amhara,2005,Males hybrid breed,22692
Amhara,2006,Males hybrid breed,22150
Amhara,2007,Males hybrid breed,12529
Amhara,2008,Males hybrid breed,26365
Amhara,2009,Males hybrid breed,28695
Amhara,2010,Males hybrid breed,32295
Amhara,2011,Males hybrid breed,49285
Amhara,2012,Males hybrid breed,44648
Amhara,2013,Males hybrid breed,61406
Amhara,2014,Males hybrid breed,78662
Amhara,2015,Males hybrid breed,90457
Amhara,2016,Males hybrid breed,106528
Amhara,2017,Males hybrid breed,116657
Amhara,2018,Males hybrid breed,187490
Amhara,2019,Males hybrid breed,155423
Amhara,2020,Males hybrid breed,233026
Benishangul Gumz,2003,Males hybrid breed,0
Benishangul Gumz,2004,Males hybrid breed,0
Benishangul Gumz,2005,Males hybrid breed,0
Benishangul Gumz,2006,Males hybrid breed,0
Benishangul Gumz,2007,Males hybrid breed,0
Benishangul Gumz,2008,Males hybrid breed,0
Benishangul Gumz,2009,Males hybrid breed,0
Benishangul Gumz,2010,Males hybrid breed,0
Benishangul Gumz,2011,Males hybrid breed,0
Benishangul Gumz,2012,Males hybrid breed,0
Benishangul Gumz,2013,Males hybrid breed,0
Benishangul Gumz,2014,Males hybrid breed,0
Benishangul Gumz,2015,Males hybrid breed,0
Benishangul Gumz,2016,Males hybrid breed,0
Benishangul Gumz,2017,Males hybrid breed,0
Benishangul Gumz,2018,Males hybrid breed,0
Benishangul Gumz,2019,Males hybrid breed,0
Benishangul Gumz,2020,Males hybrid breed,0
Dire Dawa,2003,Males hybrid breed,0
Dire Dawa,2004,Males hybrid breed,0
Dire Dawa,2005,Males hybrid breed,0
Dire Dawa,2006,Males hybrid breed,0
Dire Dawa,2007,Males hybrid breed,0
Dire Dawa,2008,Males hybrid breed,0
Dire Dawa,2009,Males hybrid breed,0
Dire Dawa,2010,Males hybrid breed,0
Dire Dawa,2011,Males hybrid breed,0
Dire Dawa,2012,Males hybrid breed,0
Dire Dawa,2013,Males hybrid breed,0
Dire Dawa,2014,Males hybrid breed,0
Dire Dawa,2015,Males hybrid breed,0
Dire Dawa,2016,Males hybrid breed,0
Dire Dawa,2017,Males hybrid breed,0
Dire Dawa,2018,Males hybrid breed,0
Dire Dawa,2019,Males hybrid breed,0
Dire Dawa,2020,Males hybrid breed,0
Gambela,2003,Males hybrid breed,0
Gambela,2004,Males hybrid breed,0
Gambela,2005,Males hybrid breed,0
Gambela,2006,Males hybrid breed,0
Gambela,2007,Males hybrid breed,0
Gambela,2008,Males hybrid breed,0
Gambela,2009,Males hybrid breed,0
Gambela,2010,Males hybrid breed,0
Gambela,2011,Males hybrid breed,0
Gambela,2012,Males hybrid breed,0
Gambela,2013,Males hybrid breed,0
Gambela,2014,Males hybrid breed,0
Gambela,2015,Males hybrid breed,0
Gambela,2016,Males hybrid breed,0
Gambela,2017,Males hybrid breed,0
Gambela,2018,Males hybrid breed,0
Gambela,2019,Males hybrid breed,0
Gambela,2020,Males hybrid breed,0
Harari,2003,Males hybrid breed,0
Harari,2004,Males hybrid breed,0
Harari,2005,Males hybrid breed,0
Harari,2006,Males hybrid breed,0
Harari,2007,Males hybrid breed,0
Harari,2008,Males hybrid breed,326
Harari,2009,Males hybrid breed,0
Harari,2010,Males hybrid breed,0
Harari,2011,Males hybrid breed,0
Harari,2012,Males hybrid breed,349
Harari,2013,Males hybrid breed,0
Harari,2014,Males hybrid breed,0
Harari,2015,Males hybrid breed,0
Harari,2016,Males hybrid breed,0
Harari,2017,Males hybrid breed,0
Harari,2018,Males hybrid breed,0
Harari,2019,Males hybrid breed,922
Harari,2020,Males hybrid breed,0
Oromoa,2003,Males hybrid breed,48459
Oromoa,2004,Males hybrid breed,45237
Oromoa,2005,Males hybrid breed,68247
Oromoa,2006,Males hybrid breed,60913
Oromoa,2007,Males hybrid breed,79509
Oromoa,2008,Males hybrid breed,65279
Oromoa,2009,Males hybrid breed,6924
Oromoa,2010,Males hybrid breed,75859
Oromoa,2011,Males hybrid breed,107222
Oromoa,2012,Males hybrid breed,94877
Oromoa,2013,Males hybrid breed,129729
Oromoa,2014,Males hybrid breed,137706
Oromoa,2015,Males hybrid breed,130142
Oromoa,2016,Males hybrid breed,157968
Oromoa,2017,Males hybrid breed,115561
Oromoa,2018,Males hybrid breed,176168
Oromoa,2019,Males hybrid breed,235608
Oromoa,2020,Males hybrid breed,270440
SNNPR,2003,Males hybrid breed,10386
SNNPR,2004,Males hybrid breed,9114
SNNPR,2005,Males hybrid breed,8740
SNNPR,2006,Males hybrid breed,9933
SNNPR,2007,Males hybrid breed,9733
SNNPR,2008,Males hybrid breed,13952
SNNPR,2009,Males hybrid breed,10397
SNNPR,2010,Males hybrid breed,9593
SNNPR,2011,Males hybrid breed,14029
SNNPR,2012,Males hybrid breed,17605
SNNPR,2013,Males hybrid breed,24415
SNNPR,2014,Males hybrid breed,28635
SNNPR,2015,Males hybrid breed,27018
SNNPR,2016,Males hybrid breed,46346
SNNPR,2017,Males hybrid breed,54427
SNNPR,2018,Males hybrid breed,32717
SNNPR,2019,Males hybrid breed,39901
SNNPR,2020,Males hybrid breed,52158
Somali,2003,Males hybrid breed,0
Somali,2004,Males hybrid breed,0
Somali,2005,Males hybrid breed,0
Somali,2006,Males hybrid breed,0
Somali,2007,Males hybrid breed,0
Somali,2008,Males hybrid breed,0
Somali,2009,Males hybrid breed,0
Somali,2010,Males hybrid breed,0
Somali,2011,Males hybrid breed,0
Somali,2012,Males hybrid breed,0
Somali,2013,Males hybrid breed,0
Somali,2014,Males hybrid breed,0
Somali,2015,Males hybrid breed,0
Somali,2016,Males hybrid breed,0
Somali,2017,Males hybrid breed,0
Somali,2018,Males hybrid breed,0
Somali,2019,Males hybrid breed,3761
Somali,2020,Males hybrid breed,0
Tigray,2003,Males hybrid breed,0
Tigray,2004,Males hybrid breed,3324
Tigray,2005,Males hybrid breed,2861
Tigray,2006,Males hybrid breed,4413
Tigray,2007,Males hybrid breed,7443
Tigray,2008,Males hybrid breed,4168
Tigray,2009,Males hybrid breed,7204
Tigray,2010,Males hybrid breed,7333
Tigray,2011,Males hybrid breed,15684
Tigray,2012,Males hybrid breed,14595
Tigray,2013,Males hybrid breed,18716
Tigray,2014,Males hybrid breed,17732
Tigray,2015,Males hybrid breed,27523
Tigray,2016,Males hybrid breed,45327
Tigray,2017,Males hybrid breed,40402
Tigray,2018,Males hybrid breed,46989
Tigray,2019,Males hybrid breed,37624
Tigray,2020,Males hybrid breed,37624
Addis Ababa,2003,Males exotic breed,0
Addis Ababa,2004,Males exotic breed,0
Addis Ababa,2005,Males exotic breed,0
Addis Ababa,2006,Males exotic breed,30
Addis Ababa,2007,Males exotic breed,0
Addis Ababa,2008,Males exotic breed,0
Addis Ababa,2009,Males exotic breed,0
Addis Ababa,2010,Males exotic breed,0
Addis Ababa,2011,Males exotic breed,0
Addis Ababa,2012,Males exotic breed,0
Addis Ababa,2013,Males exotic breed,0
Addis Ababa,2014,Males exotic breed,0
Addis Ababa,2015,Males exotic breed,0
Addis Ababa,2016,Males exotic breed,0
Addis Ababa,2017,Males exotic breed,0
Addis Ababa,2018,Males exotic breed,0
Addis Ababa,2019,Males exotic breed,0
Addis Ababa,2020,Males exotic breed,0
Afar,2003,Males exotic breed,0
Afar,2004,Males exotic breed,0
Afar,2005,Males exotic breed,0
Afar,2006,Males exotic breed,0
Afar,2007,Males exotic breed,0
Afar,2008,Males exotic breed,0
Afar,2009,Males exotic breed,0
Afar,2010,Males exotic breed,0
Afar,2011,Males exotic breed,0
Afar,2012,Males exotic breed,0
Afar,2013,Males exotic breed,0
Afar,2014,Males exotic breed,0
Afar,2015,Males exotic breed,0
Afar,2016,Males exotic breed,0
Afar,2017,Males exotic breed,0
Afar,2018,Males exotic breed,0
Afar,2019,Males exotic breed,0
Afar,2020,Males exotic breed,0
Amhara,2003,Males exotic breed,0
Amhara,2004,Males exotic breed,0
Amhara,2005,Males exotic breed,0
Amhara,2006,Males exotic breed,0
Amhara,2007,Males exotic breed,0
Amhara,2008,Males exotic breed,0
Amhara,2009,Males exotic breed,4339
Amhara,2010,Males exotic breed,2733
Amhara,2011,Males exotic breed,9335
Amhara,2012,Males exotic breed,4711
Amhara,2013,Males exotic breed,7419
Amhara,2014,Males exotic breed,6796
Amhara,2015,Males exotic breed,15943
Amhara,2016,Males exotic breed,10875
Amhara,2017,Males exotic breed,0
Amhara,2018,Males exotic breed,18037
Amhara,2019,Males exotic breed,10849
Amhara,2020,Males exotic breed,26498
Benishangul Gumz,2003,Males exotic breed,0
Benishangul Gumz,2004,Males exotic breed,0
Benishangul Gumz,2005,Males exotic breed,0
Benishangul Gumz,2006,Males exotic breed,0
Benishangul Gumz,2007,Males exotic breed,0
Benishangul Gumz,2008,Males exotic breed,0
Benishangul Gumz,2009,Males exotic breed,0
Benishangul Gumz,2010,Males exotic breed,0
Benishangul Gumz,2011,Males exotic breed,0
Benishangul Gumz,2012,Males exotic breed,0
Benishangul Gumz,2013,Males exotic breed,0
Benishangul Gumz,2014,Males exotic breed,0
Benishangul Gumz,2015,Males exotic breed,0
Benishangul Gumz,2016,Males exotic breed,0
Benishangul Gumz,2017,Males exotic breed,0
Benishangul Gumz,2018,Males exotic breed,0
Benishangul Gumz,2019,Males exotic breed,0
Benishangul Gumz,2020,Males exotic breed,0
Dire Dawa,2003,Males exotic breed,0
Dire Dawa,2004,Males exotic breed,0
Dire Dawa,2005,Males exotic breed,0
Dire Dawa,2006,Males exotic breed,0
Dire Dawa,2007,Males exotic breed,0
Dire Dawa,2008,Males exotic breed,0
Dire Dawa,2009,Males exotic breed,0
Dire Dawa,2010,Males exotic breed,0
Dire Dawa,2011,Males exotic breed,0
Dire Dawa,2012,Males exotic breed,0
Dire Dawa,2013,Males exotic breed,0
Dire Dawa,2014,Males exotic breed,0
Dire Dawa,2015,Males exotic breed,0
Dire Dawa,2016,Males exotic breed,0
Dire Dawa,2017,Males exotic breed,0
Dire Dawa,2018,Males exotic breed,0
Dire Dawa,2019,Males exotic breed,0
Dire Dawa,2020,Males exotic breed,0
Gambela,2003,Males exotic breed,0
Gambela,2004,Males exotic breed,0
Gambela,2005,Males exotic breed,0
Gambela,2006,Males exotic breed,0
Gambela,2007,Males exotic breed,0
Gambela,2008,Males exotic breed,0
Gambela,2009,Males exotic breed,0
Gambela,2010,Males exotic breed,0
Gambela,2011,Males exotic breed,0
Gambela,2012,Males exotic breed,0
Gambela,2013,Males exotic breed,0
Gambela,2014,Males exotic breed,0
Gambela,2015,Males exotic breed,0
Gambela,2016,Males exotic breed,0
Gambela,2017,Males exotic breed,0
Gambela,2018,Males exotic breed,0
Gambela,2019,Males exotic breed,0
Gambela,2020,Males exotic breed,0
Harari,2003,Males exotic breed,0
Harari,2004,Males exotic breed,0
Harari,2005,Males exotic breed,0
Harari,2006,Males exotic breed,0
Harari,2007,Males exotic breed,0
Harari,2008,Males exotic breed,0
Harari,2009,Males exotic breed,0
Harari,2010,Males exotic breed,0
Harari,2011,Males exotic breed,0
Harari,2012,Males exotic breed,0
Harari,2013,Males exotic breed,0
Harari,2014,Males exotic breed,0
Harari,2015,Males exotic breed,310
Harari,2016,Males exotic breed,0
Harari,2017,Males exotic breed,0
Harari,2018,Males exotic breed,0
Harari,2019,Males exotic breed,0
Harari,2020,Males exotic breed,0
Oromoa,2003,Males exotic breed,3345
Oromoa,2004,Males exotic breed,5825
Oromoa,2005,Males exotic breed,5299
Oromoa,2006,Males exotic breed,7997
Oromoa,2007,Males exotic breed,9736
Oromoa,2008,Males exotic breed,0
Oromoa,2009,Males exotic breed,12089076
Oromoa,2010,Males exotic breed,9633
Oromoa,2011,Males exotic breed,9641
Oromoa,2012,Males exotic breed,11899
Oromoa,2013,Males exotic breed,13065
Oromoa,2014,Males exotic breed,8969
Oromoa,2015,Males exotic breed,14938
Oromoa,2016,Males exotic breed,18750
Oromoa,2017,Males exotic breed,22914
Oromoa,2018,Males exotic breed,22835
Oromoa,2019,Males exotic breed,47669
Oromoa,2020,Males exotic breed,28256
SNNPR,2003,Males exotic breed,0
SNNPR,2004,Males exotic breed,0
SNNPR,2005,Males exotic breed,0
SNNPR,2006,Males exotic breed,0
SNNPR,2007,Males exotic breed,0
SNNPR,2008,Males exotic breed,1011
SNNPR,2009,Males exotic breed,0
SNNPR,2010,Males exotic breed,1408
SNNPR,2011,Males exotic breed,1202
SNNPR,2012,Males exotic breed,1704
SNNPR,2013,Males exotic breed,1510
SNNPR,2014,Males exotic breed,3871
SNNPR,2015,Males exotic breed,2819
SNNPR,2016,Males exotic breed,0
SNNPR,2017,Males exotic breed,4196
SNNPR,2018,Males exotic breed,0
SNNPR,2019,Males exotic breed,0
SNNPR,2020,Males exotic breed,0
Somali,2003,Males exotic breed,0
Somali,2004,Males exotic breed,0
Somali,2005,Males exotic breed,0
Somali,2006,Males exotic breed,0
Somali,2007,Males exotic breed,0
Somali,2008,Males exotic breed,0
Somali,2009,Males exotic breed,0
Somali,2010,Males exotic breed,0
Somali,2011,Males exotic breed,0
Somali,2012,Males exotic breed,0
Somali,2013,Males exotic breed,0
Somali,2014,Males exotic breed,0
Somali,2015,Males exotic breed,0
Somali,2016,Males exotic breed,0
Somali,2017,Males exotic breed,0
Somali,2018,Males exotic breed,0
Somali,2019,Males exotic breed,0
Somali,2020,Males exotic breed,0
Tigray,2003,Males exotic breed,0
Tigray,2004,Males exotic breed,0
Tigray,2005,Males exotic breed,0
Tigray,2006,Males exotic breed,1007
Tigray,2007,Males exotic breed,0
Tigray,2008,Males exotic breed,0
Tigray,2009,Males exotic breed,0
Tigray,2010,Males exotic breed,3163
Tigray,2011,Males exotic breed,2192
Tigray,2012,Males exotic breed,2769
Tigray,2013,Males exotic breed,4039
Tigray,2014,Males exotic breed,4115
Tigray,2015,Males exotic breed,5741
Tigray,2016,Males exotic breed,6501
Tigray,2017,Males exotic breed,12752
Tigray,2018,Males exotic breed,4323
Tigray,2019,Males exotic breed,8228
Tigray,2020,Males exotic breed,8228
Addis Ababa,2003,Females indigenous breed,27619
Addis Ababa,2004,Females indigenous breed,8391
Addis Ababa,2005,Females indigenous breed,10874
Addis Ababa,2006,Females indigenous breed,11879
Addis Ababa,2007,Females indigenous breed,0
Addis Ababa,2008,Females indigenous breed,0
Addis Ababa,2009,Females indigenous breed,0
Addis Ababa,2010,Females indigenous breed,0
Addis Ababa,2011,Females indigenous breed,0
Addis Ababa,2012,Females indigenous breed,0
Addis Ababa,2013,Females indigenous breed,0
Addis Ababa,2014,Females indigenous breed,0
Addis Ababa,2015,Females indigenous breed,0
Addis Ababa,2016,Females indigenous breed,0
Addis Ababa,2017,Females indigenous breed,0
Addis Ababa,2018,Females indigenous breed,0
Addis Ababa,2019,Females indigenous breed,0
Addis Ababa,2020,Females indigenous breed,0
Afar,2003,Females indigenous breed,308361
Afar,2004,Females indigenous breed,262753
Afar,2005,Females indigenous breed,245512
Afar,2006,Females indigenous breed,361929
Afar,2007,Females indigenous breed,308935
Afar,2008,Females indigenous breed,377023
Afar,2009,Females indigenous breed,442520
Afar,2010,Females indigenous breed,713912
Afar,2011,Females indigenous breed,707872
Afar,2012,Females indigenous breed,927160
Afar,2013,Females indigenous breed,1058605
Afar,2014,Females indigenous breed,1258904
Afar,2015,Females indigenous breed,1177452
Afar,2016,Females indigenous breed,1050048
Afar,2017,Females indigenous breed,1035446
Afar,2018,Females indigenous breed,1409849
Afar,2019,Females indigenous breed,1472479
Afar,2020,Females indigenous breed,1520183
Amhara,2003,Females indigenous breed,4654381
Amhara,2004,Females indigenous breed,4698598
Amhara,2005,Females indigenous breed,4862020
Amhara,2006,Females indigenous breed,5100634
Amhara,2007,Females indigenous breed,5719364
Amhara,2008,Females indigenous breed,6177784
Amhara,2009,Females indigenous breed,6107543
Amhara,2010,Females indigenous breed,6397684
Amhara,2011,Females indigenous breed,6501262
